F,I,I,Q,A
tensor(38),tensor(37.9150)
tensor(138),tensor(138.1814)
tensor(81),tensor(80.9534)
tensor(66),tensor(66.1263)
tensor(96),tensor(96.4386)
tensor(80),tensor(80.3965)
tensor(163),tensor(162.7790)
tensor(170),tensor(170.0195)
tensor(155),tensor(154.9756)
tensor(133),tensor(132.7694)
tensor(102),tensor(102.2468)
tensor(35),tensor(34.9123)
tensor(104),tensor(104.0367)
tensor(72),tensor(71.8588)
tensor(43),tensor(43.3039)
tensor(14),tensor(14.2072)
tensor(20),tensor(19.8100)
tensor(55),tensor(55.0112)
tensor(108),tensor(108.0560)
tensor(119),tensor(118.6234)
tensor(165),tensor(165.1869)
tensor(76),tensor(75.7055)
tensor(105),tensor(104.9916)
tensor(56),tensor(56.0028)
tensor(27),tensor(26.8547)
tensor(2),tensor(3.0000)
tensor(18),tensor(17.8081)
tensor(180),tensor(179.9998)
tensor(33),tensor(33.2407)
tensor(34),tensor(34.1230)
tensor(88),tensor(87.8193)
tensor(106),tensor(106.2656)
tensor(6),tensor(6.0177)
tensor(54),tensor(53.9807)
tensor(57),tensor(57.1097)
tensor(58),tensor(58.0560)
tensor(29),tensor(28.9907)
tensor(141),tensor(141.1720)
tensor(49),tensor(48.9450)
tensor(21),tensor(20.9548)
tensor(185),tensor(185.0064)
tensor(23),tensor(23.0094)
tensor(50),tensor(49.7673)
tensor(90),tensor(89.9263)
tensor(98),tensor(98.1444)
tensor(73),tensor(72.9698)
tensor(186),tensor(185.7791)
tensor(44),tensor(44.0576)
tensor(7),tensor(6.7299)
tensor(51),tensor(51.2478)
tensor(171),tensor(171.2213)
tensor(62),tensor(61.9100)
tensor(9),tensor(8.4944)
tensor(30),tensor(29.5819)
tensor(31),tensor(30.9606)
tensor(82),tensor(82.0229)
tensor(60),tensor(60.1060)
tensor(45),tensor(45.0853)
tensor(17),tensor(16.7336)
tensor(0),tensor(3.0000)
tensor(3),tensor(3.0004)
tensor(24),tensor(23.9019)
tensor(10),tensor(9.9247)
tensor(11),tensor(11.1486)
tensor(67),tensor(67.0097)
tensor(101),tensor(100.9873)
tensor(97),tensor(96.6110)
tensor(164),tensor(164.1453)
tensor(179),tensor(179.4649)
tensor(183),tensor(182.8041)
tensor(184),tensor(184.1683)
tensor(136),tensor(136.2259)
tensor(109),tensor(109.4048)
tensor(22),tensor(21.9574)
tensor(91),tensor(90.7181)
tensor(187),tensor(186.7518)
tensor(188),tensor(188.0335)
tensor(189),tensor(188.8888)
tensor(28),tensor(27.9753)
tensor(137),tensor(137.1331)
tensor(175),tensor(174.9806)
tensor(146),tensor(146.0206)
tensor(167),tensor(166.8716)
tensor(190),tensor(189.9151)
tensor(46),tensor(46.0908)
tensor(36),tensor(36.0269)
tensor(147),tensor(147.1767)
tensor(148),tensor(147.9624)
tensor(191),tensor(191.0246)
tensor(156),tensor(154.9992)
tensor(134),tensor(133.9662)
tensor(149),tensor(149.3791)
tensor(157),tensor(157.0514)
tensor(192),tensor(191.3586)
tensor(159),tensor(159.1256)
tensor(63),tensor(63.0403)
tensor(64),tensor(63.9731)
tensor(110),tensor(110.0487)
tensor(111),tensor(111.0597)
tensor(144),tensor(144.0081)
tensor(85),tensor(85.1401)
tensor(145),tensor(144.9715)
tensor(126),tensor(125.4182)
tensor(139),tensor(139.0818)
tensor(193),tensor(192.8857)
tensor(194),tensor(194.0100)
tensor(47),tensor(46.8923)
tensor(37),tensor(36.8845)
tensor(26),tensor(25.9637)
tensor(112),tensor(111.7029)
tensor(135),tensor(134.6539)
tensor(100),tensor(99.8192)
tensor(127),tensor(127.0144)
tensor(74),tensor(74.0637)
tensor(195),tensor(195.4017)
tensor(92),tensor(91.7826)
tensor(4),tensor(4.2361)
tensor(5),tensor(5.2633)
tensor(32),tensor(31.7146)
tensor(61),tensor(61.1543)
tensor(128),tensor(127.8750)
tensor(150),tensor(150.3290)
tensor(120),tensor(119.7149)
tensor(68),tensor(68.1511)
tensor(69),tensor(69.3857)
tensor(113),tensor(112.8754)
tensor(86),tensor(86.1453)
tensor(48),tensor(48.0244)
tensor(70),tensor(70.0165)
tensor(71),tensor(71.4505)
tensor(114),tensor(113.9282)
tensor(89),tensor(88.7809)
tensor(107),tensor(107.0834)
tensor(151),tensor(151.1045)
tensor(196),tensor(195.8763)
tensor(160),tensor(159.8154)
tensor(115),tensor(115.1932)
tensor(116),tensor(115.9047)
tensor(161),tensor(160.2636)
tensor(166),tensor(165.9623)
tensor(129),tensor(129.0106)
tensor(117),tensor(116.5902)
tensor(93),tensor(93.6592)
tensor(78),tensor(77.7475)
tensor(87),tensor(87.0031)
tensor(118),tensor(117.9841)
tensor(59),tensor(58.9883)
tensor(130),tensor(126.8903)
tensor(158),tensor(157.7412)
tensor(124),tensor(124.1436)
tensor(79),tensor(78.9271)
tensor(123),tensor(123.1094)
tensor(152),tensor(152.1510)
tensor(94),tensor(94.0410)
tensor(52),tensor(51.9767)
tensor(121),tensor(120.7869)
tensor(99),tensor(98.6975)
tensor(103),tensor(103.1036)
tensor(125),tensor(124.9818)
tensor(168),tensor(168.0788)
tensor(65),tensor(65.1171)
tensor(15),tensor(15.0086)
tensor(39),tensor(39.0125)
tensor(142),tensor(141.9391)
tensor(16),tensor(15.8781)
tensor(1),tensor(3.0003)
tensor(8),tensor(7.7137)
tensor(40),tensor(40.1139)
tensor(42),tensor(42.0768)
tensor(13),tensor(12.9972)
tensor(176),tensor(175.8496)
tensor(177),tensor(176.6776)
tensor(140),tensor(140.0688)
tensor(143),tensor(143.2797)
tensor(131),tensor(130.8431)
tensor(172),tensor(172.1197)
tensor(181),tensor(180.7528)
tensor(83),tensor(83.1908)
tensor(84),tensor(84.0119)
tensor(95),tensor(94.7913)
tensor(25),tensor(24.5952)
tensor(153),tensor(153.0004)
tensor(132),tensor(131.3898)
tensor(173),tensor(173.1566)
tensor(197),tensor(196.7040)
tensor(75),tensor(75.1190)
tensor(154),tensor(153.9284)
tensor(41),tensor(40.9648)
tensor(53),tensor(53.1209)
tensor(169),tensor(169.3396)
tensor(162),tensor(161.6676)
tensor(122),tensor(122.0304)
tensor(174),tensor(173.8631)
tensor(198),tensor(197.9333)
tensor(199),tensor(197.9995)
tensor(178),tensor(177.7629)
tensor(182),tensor(179.9943)
tensor(77),tensor(77.3043)
tensor(19),tensor(19.0248)
tensor(38),tensor(37.8787)
tensor(138),tensor(137.9758)
tensor(81),tensor(80.9677)
tensor(66),tensor(65.8812)
tensor(96),tensor(95.7815)
tensor(80),tensor(80.2309)
tensor(163),tensor(163.0047)
tensor(170),tensor(170.2075)
tensor(155),tensor(154.9837)
tensor(133),tensor(133.0955)
tensor(102),tensor(102.0615)
tensor(35),tensor(35.1245)
tensor(104),tensor(103.7527)
tensor(72),tensor(72.0998)
tensor(43),tensor(43.1961)
tensor(14),tensor(14.1492)
tensor(20),tensor(19.9474)
tensor(55),tensor(55.1405)
tensor(108),tensor(108.0382)
tensor(119),tensor(118.8045)
tensor(165),tensor(165.1138)
tensor(76),tensor(76.2441)
tensor(105),tensor(105.1108)
tensor(56),tensor(56.0623)
tensor(27),tensor(26.8592)
tensor(2),tensor(3.0000)
tensor(18),tensor(17.7511)
tensor(180),tensor(179.9989)
tensor(33),tensor(32.9550)
tensor(34),tensor(33.8520)
tensor(88),tensor(87.6923)
tensor(106),tensor(106.1364)
tensor(6),tensor(6.0395)
tensor(54),tensor(53.9931)
tensor(57),tensor(57.0985)
tensor(58),tensor(58.0547)
tensor(29),tensor(28.9377)
tensor(141),tensor(141.1016)
tensor(49),tensor(49.0328)
tensor(21),tensor(20.7050)
tensor(185),tensor(185.0020)
tensor(23),tensor(23.0057)
tensor(50),tensor(50.0354)
tensor(90),tensor(89.5724)
tensor(98),tensor(98.0042)
tensor(73),tensor(72.9955)
tensor(186),tensor(185.8657)
tensor(44),tensor(43.9840)
tensor(7),tensor(6.6901)
tensor(51),tensor(51.0540)
tensor(171),tensor(171.1592)
tensor(62),tensor(61.9413)
tensor(12),tensor(12.2895)
tensor(9),tensor(8.7131)
tensor(30),tensor(29.8950)
tensor(31),tensor(30.9751)
tensor(82),tensor(81.8341)
tensor(60),tensor(60.1529)
tensor(45),tensor(44.9021)
tensor(17),tensor(16.8694)
tensor(0),tensor(3.0000)
tensor(3),tensor(3.0018)
tensor(24),tensor(23.9948)
tensor(10),tensor(9.9667)
tensor(11),tensor(11.2925)
tensor(67),tensor(67.1343)
tensor(101),tensor(101.1283)
tensor(97),tensor(96.8457)
tensor(164),tensor(163.8741)
tensor(179),tensor(179.4929)
tensor(183),tensor(182.9233)
tensor(184),tensor(184.2507)
tensor(136),tensor(136.1287)
tensor(109),tensor(108.7331)
tensor(22),tensor(21.9570)
tensor(91),tensor(90.7674)
tensor(187),tensor(187.0271)
tensor(188),tensor(187.9584)
tensor(189),tensor(189.0911)
tensor(28),tensor(27.6584)
tensor(137),tensor(137.2661)
tensor(175),tensor(175.2012)
tensor(146),tensor(146.0148)
tensor(167),tensor(167.0785)
tensor(190),tensor(189.9032)
tensor(46),tensor(45.9227)
tensor(36),tensor(36.0244)
tensor(147),tensor(146.9342)
tensor(148),tensor(148.1080)
tensor(191),tensor(190.8728)
tensor(156),tensor(154.9998)
tensor(134),tensor(134.1469)
tensor(149),tensor(149.0972)
tensor(157),tensor(157.0209)
tensor(192),tensor(191.9262)
tensor(159),tensor(159.2008)
tensor(63),tensor(63.0825)
tensor(64),tensor(63.7676)
tensor(110),tensor(110.0743)
tensor(111),tensor(110.7601)
tensor(144),tensor(144.0024)
tensor(85),tensor(85.1907)
tensor(145),tensor(145.0959)
tensor(126),tensor(125.8145)
tensor(139),tensor(139.1180)
tensor(193),tensor(193.1503)
tensor(194),tensor(194.0034)
tensor(47),tensor(46.9926)
tensor(37),tensor(36.7691)
tensor(26),tensor(25.7788)
tensor(112),tensor(111.9778)
tensor(135),tensor(134.8156)
tensor(100),tensor(99.8255)
tensor(127),tensor(127.0602)
tensor(74),tensor(73.9385)
tensor(195),tensor(195.1618)
tensor(92),tensor(91.6803)
tensor(4),tensor(4.2484)
tensor(5),tensor(5.3159)
tensor(32),tensor(31.8500)
tensor(61),tensor(61.0150)
tensor(128),tensor(127.7818)
tensor(150),tensor(150.0291)
tensor(120),tensor(119.9469)
tensor(68),tensor(68.1915)
tensor(69),tensor(69.3281)
tensor(113),tensor(112.9576)
tensor(86),tensor(86.1444)
tensor(48),tensor(48.0919)
tensor(70),tensor(70.0007)
tensor(71),tensor(70.4766)
tensor(114),tensor(114.0687)
tensor(89),tensor(88.9293)
tensor(107),tensor(106.9054)
tensor(151),tensor(150.8991)
tensor(196),tensor(195.8210)
tensor(160),tensor(159.9440)
tensor(115),tensor(115.3067)
tensor(116),tensor(115.7715)
tensor(161),tensor(160.8598)
tensor(166),tensor(165.7367)
tensor(129),tensor(129.0242)
tensor(117),tensor(116.8521)
tensor(93),tensor(92.8382)
tensor(78),tensor(78.1776)
tensor(87),tensor(86.9383)
tensor(118),tensor(117.9283)
tensor(59),tensor(58.9815)
tensor(130),tensor(130.0325)
tensor(158),tensor(157.8056)
tensor(124),tensor(123.9611)
tensor(79),tensor(78.9563)
tensor(123),tensor(123.0533)
tensor(152),tensor(151.9778)
tensor(94),tensor(94.0745)
tensor(52),tensor(52.0623)
tensor(121),tensor(120.8411)
tensor(99),tensor(99.0069)
tensor(103),tensor(103.3079)
tensor(125),tensor(124.9452)
tensor(168),tensor(168.1231)
tensor(65),tensor(65.2991)
tensor(15),tensor(15.0080)
tensor(39),tensor(38.9952)
tensor(142),tensor(142.3836)
tensor(16),tensor(15.8411)
tensor(1),tensor(3.0001)
tensor(8),tensor(7.5366)
tensor(40),tensor(40.0546)
tensor(42),tensor(42.1482)
tensor(13),tensor(12.9970)
tensor(176),tensor(176.2649)
tensor(177),tensor(177.1885)
tensor(140),tensor(140.0325)
tensor(143),tensor(143.2052)
tensor(131),tensor(130.8940)
tensor(172),tensor(172.1562)
tensor(181),tensor(180.9031)
tensor(83),tensor(83.2009)
tensor(84),tensor(84.1332)
tensor(95),tensor(94.7966)
tensor(25),tensor(24.6597)
tensor(153),tensor(153.1167)
tensor(132),tensor(132.0758)
tensor(173),tensor(173.1543)
tensor(197),tensor(196.9596)
tensor(75),tensor(75.1580)
tensor(154),tensor(153.7939)
tensor(41),tensor(41.1243)
tensor(53),tensor(53.1606)
tensor(169),tensor(169.2189)
tensor(162),tensor(161.7843)
tensor(122),tensor(121.9612)
tensor(174),tensor(174.2828)
tensor(198),tensor(197.9999)
tensor(199),tensor(197.9988)
tensor(178),tensor(178.0363)
tensor(182),tensor(179.9989)
tensor(77),tensor(76.6692)
tensor(19),tensor(18.7687)
tensor(38),tensor(37.9256)
tensor(138),tensor(138.3037)
tensor(81),tensor(80.9774)
tensor(66),tensor(66.0509)
tensor(96),tensor(96.0817)
tensor(80),tensor(80.2484)
tensor(163),tensor(162.8879)
tensor(170),tensor(170.2860)
tensor(155),tensor(154.9702)
tensor(133),tensor(133.1733)
tensor(102),tensor(102.3589)
tensor(35),tensor(35.1215)
tensor(104),tensor(103.9781)
tensor(72),tensor(72.1548)
tensor(43),tensor(43.1754)
tensor(14),tensor(14.1339)
tensor(20),tensor(19.8622)
tensor(55),tensor(55.1342)
tensor(108),tensor(107.9577)
tensor(119),tensor(118.8925)
tensor(165),tensor(165.0543)
tensor(76),tensor(76.0519)
tensor(105),tensor(105.0706)
tensor(56),tensor(56.0452)
tensor(27),tensor(26.7578)
tensor(2),tensor(3.0002)
tensor(18),tensor(17.7364)
tensor(180),tensor(179.9994)
tensor(33),tensor(32.7084)
tensor(34),tensor(34.0997)
tensor(88),tensor(87.7805)
tensor(106),tensor(106.2639)
tensor(6),tensor(6.0224)
tensor(54),tensor(53.9760)
tensor(57),tensor(57.1270)
tensor(58),tensor(58.0638)
tensor(29),tensor(28.9889)
tensor(141),tensor(141.1140)
tensor(49),tensor(49.0287)
tensor(21),tensor(20.8662)
tensor(185),tensor(184.9998)
tensor(23),tensor(23.0084)
tensor(50),tensor(49.9271)
tensor(90),tensor(89.7155)
tensor(98),tensor(98.0722)
tensor(73),tensor(73.1183)
tensor(186),tensor(185.8305)
tensor(44),tensor(44.0339)
tensor(7),tensor(6.6503)
tensor(51),tensor(50.9541)
tensor(171),tensor(171.2359)
tensor(62),tensor(61.9393)
tensor(12),tensor(12.3253)
tensor(9),tensor(8.7983)
tensor(30),tensor(29.8533)
tensor(31),tensor(30.9822)
tensor(82),tensor(81.9973)
tensor(60),tensor(60.0930)
tensor(45),tensor(44.8915)
tensor(17),tensor(16.7597)
tensor(0),tensor(3.0000)
tensor(3),tensor(3.0072)
tensor(24),tensor(23.9423)
tensor(10),tensor(9.9714)
tensor(11),tensor(11.2069)
tensor(67),tensor(66.9624)
tensor(101),tensor(101.1308)
tensor(97),tensor(96.8065)
tensor(164),tensor(163.9770)
tensor(179),tensor(179.1229)
tensor(183),tensor(182.8655)
tensor(184),tensor(184.1685)
tensor(136),tensor(135.9411)
tensor(109),tensor(108.6796)
tensor(22),tensor(21.9604)
tensor(91),tensor(90.7130)
tensor(187),tensor(186.9972)
tensor(188),tensor(187.8930)
tensor(189),tensor(188.9375)
tensor(28),tensor(27.7207)
tensor(137),tensor(137.1801)
tensor(175),tensor(175.2757)
tensor(146),tensor(146.0203)
tensor(167),tensor(166.8932)
tensor(190),tensor(189.7382)
tensor(46),tensor(46.0923)
tensor(36),tensor(36.0187)
tensor(147),tensor(146.9138)
tensor(148),tensor(147.8879)
tensor(191),tensor(191.0712)
tensor(156),tensor(155.0000)
tensor(134),tensor(134.1079)
tensor(149),tensor(149.0825)
tensor(157),tensor(157.0213)
tensor(192),tensor(192.0500)
tensor(159),tensor(158.9792)
tensor(63),tensor(63.0786)
tensor(64),tensor(63.9256)
tensor(110),tensor(110.1526)
tensor(111),tensor(110.9052)
tensor(144),tensor(143.9945)
tensor(85),tensor(85.1109)
tensor(145),tensor(145.1067)
tensor(126),tensor(125.7753)
tensor(139),tensor(139.0825)
tensor(193),tensor(193.0504)
tensor(194),tensor(193.9738)
tensor(47),tensor(47.0032)
tensor(37),tensor(36.7859)
tensor(26),tensor(25.7887)
tensor(112),tensor(111.7192)
tensor(135),tensor(134.9132)
tensor(100),tensor(99.9742)
tensor(127),tensor(126.7396)
tensor(74),tensor(73.9506)
tensor(195),tensor(194.9467)
tensor(92),tensor(91.8820)
tensor(4),tensor(4.1375)
tensor(5),tensor(4.8606)
tensor(32),tensor(31.7341)
tensor(61),tensor(61.0417)
tensor(128),tensor(127.7828)
tensor(150),tensor(149.9473)
tensor(120),tensor(119.9488)
tensor(68),tensor(68.0277)
tensor(69),tensor(69.3857)
tensor(113),tensor(112.6475)
tensor(86),tensor(86.1397)
tensor(48),tensor(48.1950)
tensor(70),tensor(70.0870)
tensor(71),tensor(70.5399)
tensor(114),tensor(114.2617)
tensor(89),tensor(88.7507)
tensor(107),tensor(107.0219)
tensor(151),tensor(150.6534)
tensor(196),tensor(196.1456)
tensor(160),tensor(159.8597)
tensor(115),tensor(115.0490)
tensor(116),tensor(116.3212)
tensor(161),tensor(160.8908)
tensor(166),tensor(165.8718)
tensor(129),tensor(128.7845)
tensor(117),tensor(116.8107)
tensor(93),tensor(92.6750)
tensor(78),tensor(77.8385)
tensor(87),tensor(86.9340)
tensor(118),tensor(118.0508)
tensor(59),tensor(58.9073)
tensor(130),tensor(129.9078)
tensor(158),tensor(157.8087)
tensor(124),tensor(123.8282)
tensor(79),tensor(78.7970)
tensor(123),tensor(123.1877)
tensor(152),tensor(152.0348)
tensor(94),tensor(94.1089)
tensor(52),tensor(52.0816)
tensor(121),tensor(120.8821)
tensor(99),tensor(98.8498)
tensor(103),tensor(103.2535)
tensor(125),tensor(125.0170)
tensor(168),tensor(168.1744)
tensor(65),tensor(65.2279)
tensor(15),tensor(15.0142)
tensor(39),tensor(39.0054)
tensor(142),tensor(142.3116)
tensor(16),tensor(15.8066)
tensor(1),tensor(3.0001)
tensor(8),tensor(7.5471)
tensor(40),tensor(40.0648)
tensor(42),tensor(42.1064)
tensor(13),tensor(12.9989)
tensor(176),tensor(176.0771)
tensor(177),tensor(176.8754)
tensor(140),tensor(140.1402)
tensor(143),tensor(143.1766)
tensor(131),tensor(130.8857)
tensor(172),tensor(172.2030)
tensor(181),tensor(180.8480)
tensor(83),tensor(83.0134)
tensor(84),tensor(84.0646)
tensor(95),tensor(94.9832)
tensor(25),tensor(24.6835)
tensor(153),tensor(153.2000)
tensor(132),tensor(131.9255)
tensor(173),tensor(173.2438)
tensor(197),tensor(197.1375)
tensor(75),tensor(75.2110)
tensor(154),tensor(154.0542)
tensor(41),tensor(41.1615)
tensor(53),tensor(53.0422)
tensor(169),tensor(169.1407)
tensor(162),tensor(161.6393)
tensor(122),tensor(121.8683)
tensor(174),tensor(173.7857)
tensor(198),tensor(197.9994)
tensor(199),tensor(197.9999)
tensor(178),tensor(178.1638)
tensor(182),tensor(180.0000)
tensor(77),tensor(76.9905)
tensor(19),tensor(18.6403)
tensor(38),tensor(38.0999)
tensor(138),tensor(138.1632)
tensor(81),tensor(80.9792)
tensor(66),tensor(65.7768)
tensor(96),tensor(96.1865)
tensor(80),tensor(80.2336)
tensor(163),tensor(162.8272)
tensor(170),tensor(170.1179)
tensor(155),tensor(154.9826)
tensor(133),tensor(132.8981)
tensor(102),tensor(102.0345)
tensor(35),tensor(34.4356)
tensor(104),tensor(104.1667)
tensor(72),tensor(72.0377)
tensor(43),tensor(43.0382)
tensor(14),tensor(13.8617)
tensor(20),tensor(19.9070)
tensor(55),tensor(55.1649)
tensor(108),tensor(108.0446)
tensor(119),tensor(118.8007)
tensor(165),tensor(165.1282)
tensor(76),tensor(76.2104)
tensor(105),tensor(104.9370)
tensor(56),tensor(56.1413)
tensor(27),tensor(26.8314)
tensor(2),tensor(3.0001)
tensor(18),tensor(17.7415)
tensor(180),tensor(179.9959)
tensor(33),tensor(32.8609)
tensor(34),tensor(34.1849)
tensor(88),tensor(87.6819)
tensor(106),tensor(106.0498)
tensor(6),tensor(6.0624)
tensor(54),tensor(53.9603)
tensor(57),tensor(57.0334)
tensor(58),tensor(58.0252)
tensor(29),tensor(28.8893)
tensor(141),tensor(141.1402)
tensor(49),tensor(49.3326)
tensor(21),tensor(21.0145)
tensor(185),tensor(184.9991)
tensor(23),tensor(23.0117)
tensor(50),tensor(50.1865)
tensor(90),tensor(89.6848)
tensor(98),tensor(98.0521)
tensor(73),tensor(73.0243)
tensor(186),tensor(186.1418)
tensor(44),tensor(43.9604)
tensor(7),tensor(6.6342)
tensor(51),tensor(51.0218)
tensor(171),tensor(171.1442)
tensor(62),tensor(61.9051)
tensor(12),tensor(12.0108)
tensor(9),tensor(8.9155)
tensor(30),tensor(29.6037)
tensor(31),tensor(31.0606)
tensor(82),tensor(81.8570)
tensor(60),tensor(59.9324)
tensor(45),tensor(44.9203)
tensor(17),tensor(16.8060)
tensor(0),tensor(3.0000)
tensor(3),tensor(3.0072)
tensor(24),tensor(23.8937)
tensor(10),tensor(9.9493)
tensor(11),tensor(11.0334)
tensor(67),tensor(67.6325)
tensor(101),tensor(101.0057)
tensor(97),tensor(97.3554)
tensor(164),tensor(164.1421)
tensor(179),tensor(179.2386)
tensor(183),tensor(183.2163)
tensor(184),tensor(184.2646)
tensor(136),tensor(135.9551)
tensor(109),tensor(108.9525)
tensor(22),tensor(21.9179)
tensor(91),tensor(90.8335)
tensor(187),tensor(186.9393)
tensor(188),tensor(187.8223)
tensor(189),tensor(188.9382)
tensor(28),tensor(28.1141)
tensor(137),tensor(137.1516)
tensor(175),tensor(175.0564)
tensor(146),tensor(146.0519)
tensor(167),tensor(167.1912)
tensor(190),tensor(189.8538)
